pet_id,shelter_name,shelter_state,amount,method,new_donor,donor_source
1090826,Justice 4 Mutts,3,5,6,1,9
1090366,"Their Lives Matter, Inc.",3,5,7,0,2
1069792,"Their Lives Matter, Inc.",3,5,7,0,2
1028767,"Mostly Muttz Rescue, Inc.",4,5,6,0,2
1024303,"Mostly Muttz Rescue, Inc.",4,5,6,1,2
1074164,Road Dogs and Rescue,1,5,5,0,9
819660,Utah Valley Animal Rescue,1,5,3,0,9
1090366,"Their Lives Matter, Inc.",3,5,7,0,2
1074165,Bulldog Haven NW,1,5,5,1,9
1074165,Bulldog Haven NW,1,5,5,0,2
1074166,Pflugerville Pets Alive!,3,5,5,0,2
1069792,"Their Lives Matter, Inc.",3,5,6,0,2
1044735,"Their Lives Matter, Inc.",3,5,5,1,4
1041578,"GOLDEN RETRIEVER RESCUE ALLIANCE, INC.",3,5,6,0,2
1028767,"Mostly Muttz Rescue, Inc.",4,5,6,1,9
1028767,"Mostly Muttz Rescue, Inc.",4,5,6,0,9
1044735,"Their Lives Matter, Inc.",3,5,5,0,12
1055267,Road Dogs and Rescue,1,5,5,1,9
1055267,Road Dogs and Rescue,1,5,5,0,12
1044735,"Their Lives Matter, Inc.",3,5,5,0,12
1055267,Road Dogs and Rescue,1,5,5,1,12
1055267,Road Dogs and Rescue,1,5,5,1,12
1055267,Road Dogs and Rescue,1,5,6,1,9
1055267,Road Dogs and Rescue,1,5,5,1,12
1055267,Road Dogs and Rescue,1,5,6,1,9
1044735,"Their Lives Matter, Inc.",3,5,5,1,12
997834,"Candy's Cats, Inc.",3,5,5,0,12
997831,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,1,12
979704,"Mostly Muttz Rescue, Inc.",4,5,6,0,12
1024303,"Mostly Muttz Rescue, Inc.",4,5,6,1,12
1044735,"Their Lives Matter, Inc.",3,5,5,0,12
997831,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,1,12
1044735,"Their Lives Matter, Inc.",3,5,6,0,7
1044735,"Their Lives Matter, Inc.",3,5,5,1,12
1026532,Cochise Canine Rescue,1,5,5,0,12
997831,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,1,12
768376,"Their Lives Matter, Inc.",3,5,6,1,2
768376,"Their Lives Matter, Inc.",3,5,6,0,7
1024303,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
971544,Heidi's Legacy Dog Rescue,3,5,6,0,7
1008464,PA Caring for K-9's,4,5,1,0,12
1000107,"All Breed Rescue, Inc",4,5,1,0,12
943276,Heidi's Legacy Dog Rescue,3,5,6,0,12
943276,Heidi's Legacy Dog Rescue,3,5,3,1,12
1011522,Heidi's Legacy Dog Rescue,3,5,5,0,12
943276,Heidi's Legacy Dog Rescue,3,5,5,1,12
943276,Heidi's Legacy Dog Rescue,3,5,5,0,12
997833,"Candy's Cats, Inc.",3,5,5,1,12
966767,Corridor Rescue Inc.,3,5,5,0,12
966767,Corridor Rescue Inc.,3,5,5,0,12
966767,Corridor Rescue Inc.,3,5,5,1,12
966468,Lucky K9 Rescue,2,5,1,1,12
966767,Corridor Rescue Inc.,3,5,5,1,12
971543,"Mostly Muttz Rescue, Inc.",4,5,6,1,12
954459,Ruff Patch Rescue,1,5,5,1,12
954459,Ruff Patch Rescue,1,5,5,1,12
918032,"Their Lives Matter, Inc.",3,5,5,0,12
943276,Heidi's Legacy Dog Rescue,3,5,6,0,12
893515,Tornado Alley Bulldog Rescue,3,5,5,0,12
911081,"Their Lives Matter, Inc.",3,5,5,0,12
919764,Cochise Canine Rescue,1,5,5,0,12
893515,Tornado Alley Bulldog Rescue,3,5,5,0,12
893515,Tornado Alley Bulldog Rescue,3,5,6,0,12
893515,Tornado Alley Bulldog Rescue,3,5,6,0,12
893515,Tornado Alley Bulldog Rescue,3,5,6,1,12
893515,Tornado Alley Bulldog Rescue,3,5,6,0,12
893515,Tornado Alley Bulldog Rescue,3,5,5,0,12
893515,Tornado Alley Bulldog Rescue,3,5,6,1,12
914582,Helping Hand Pet Rescue of West Virginia inc.,3,5,3,1,12
918032,"Their Lives Matter, Inc.",3,5,5,0,12
893515,Tornado Alley Bulldog Rescue,3,5,5,0,12
682592,True & Faithful Pet Rescue Mission,3,5,5,0,12
896352,True & Faithful Pet Rescue Mission,3,5,6,0,12
896352,True & Faithful Pet Rescue Mission,3,5,5,0,12
814217,Unchained Love Inc.,3,5,6,1,12
860007,Chain of Love Abandoned Animals Rescue ,3,5,5,0,12
94678,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
879932,Louisiana Baby Mommas,3,5,6,0,12
849656,True & Faithful Pet Rescue Mission,3,5,3,1,12
849656,True & Faithful Pet Rescue Mission,3,5,5,1,12
849656,True & Faithful Pet Rescue Mission,3,5,5,1,12
849656,True & Faithful Pet Rescue Mission,3,5,6,0,12
853473,"Pound Pullers of Lebanon, MO, Inc.",2,5,5,1,12
879937,Next Stop Forever,4,5,5,1,12
836271,SRGDRR Inc aka Save Rocky the Great Dane Rescue and Rehab,3,5,5,0,12
853473,"Pound Pullers of Lebanon, MO, Inc.",2,5,5,0,12
846690,True & Faithful Pet Rescue Mission,3,5,5,0,12
815862,True & Faithful Pet Rescue Mission,3,5,5,0,12
860007,Chain of Love Abandoned Animals Rescue ,3,5,5,0,12
869566,Marley's Mutts Dog Rescue,1,5,5,0,12
823830,Collar of Hope,1,5,5,1,12
524768,Don't Bully Me Rescue,3,5,5,0,12
746740,Louisiana Baby Mommas,3,5,5,0,12
792416,Defensa Animal de Rincon,5,5,5,0,12
792416,Defensa Animal de Rincon,5,5,5,0,12
682595,God's Dogs Rescue,3,5,5,1,12
776300,Marley's Mutts Dog Rescue,1,5,5,1,12
771053,Chain of Love Abandoned Animals Rescue ,3,5,5,0,12
771053,Chain of Love Abandoned Animals Rescue ,3,5,2,0,12
771049,Heidi's Legacy Dog Rescue,3,5,6,1,12
623112,True & Faithful Pet Rescue Mission,3,5,6,1,12
623112,True & Faithful Pet Rescue Mission,3,5,5,1,12
746740,Louisiana Baby Mommas,3,5,5,1,12
741437,Felines & Friends New Mexico,1,5,6,1,12
768376,"Their Lives Matter, Inc.",3,5,5,0,12
746740,Louisiana Baby Mommas,3,5,6,0,12
702879,Heidi's Legacy Dog Rescue,3,5,6,0,12
746740,Louisiana Baby Mommas,3,5,6,1,12
761702,True & Faithful Pet Rescue Mission,3,5,6,1,12
702879,Heidi's Legacy Dog Rescue,3,5,5,0,12
702880,No Stray Left Behind,1,5,5,0,12
702879,Heidi's Legacy Dog Rescue,3,5,6,0,12
702879,Heidi's Legacy Dog Rescue,3,5,5,0,12
707410,German Shepherd Rescue Of Orange County,1,5,5,1,12
702879,Heidi's Legacy Dog Rescue,3,5,5,1,12
702879,Heidi's Legacy Dog Rescue,3,5,6,0,12
702879,Heidi's Legacy Dog Rescue,3,5,6,0,12
711496,"Ewenity Farm Border Collie Haven, Inc.",3,5,5,1,12
702880,No Stray Left Behind,1,5,5,0,12
702880,No Stray Left Behind,1,5,5,0,12
702880,No Stray Left Behind,1,5,6,1,12
702877,Animals Rule Placement Foundation,1,5,6,0,12
702877,Animals Rule Placement Foundation,1,5,5,1,12
541920,Waverly Animal Shelter,3,5,5,0,12
602926,Rescued Treasures Pet Adoptions,4,5,5,0,12
566149,Southern Souls Rescue,3,5,5,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,0,12
640819,SRGDRR Inc aka Save Rocky the Great Dane Rescue and Rehab,3,5,5,0,12
657511,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
365281,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
662946,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
650651,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
652501,True & Faithful Pet Rescue Mission,3,5,5,0,12
655090,Bulldog Haven NW,1,5,5,0,12
702877,Animals Rule Placement Foundation,1,5,5,0,12
714103,True & Faithful Pet Rescue Mission,3,5,6,0,12
677899,Guardians of the Green Mile Inc,2,5,6,0,12
677899,Guardians of the Green Mile Inc,2,5,2,1,12
685661,Toccoa-Stephens County Humane Shelter,3,5,1,0,12
652501,True & Faithful Pet Rescue Mission,3,5,5,0,12
682596,Southern California Bulldog Rescue,1,5,5,1,12
682596,Southern California Bulldog Rescue,1,5,6,1,12
682596,Southern California Bulldog Rescue,1,5,5,1,12
682596,Southern California Bulldog Rescue,1,5,3,1,12
655090,Bulldog Haven NW,1,5,5,1,12
652501,True & Faithful Pet Rescue Mission,3,5,5,0,12
652501,True & Faithful Pet Rescue Mission,3,5,3,0,12
652501,True & Faithful Pet Rescue Mission,3,5,5,0,12
652501,True & Faithful Pet Rescue Mission,3,5,6,1,12
666717,Toccoa-Stephens County Humane Shelter,3,5,5,0,12
652501,True & Faithful Pet Rescue Mission,3,5,6,0,12
650308,Furever Friends of the South K9 Rescue,3,5,5,1,12
655090,Bulldog Haven NW,1,5,6,1,12
640819,SRGDRR Inc aka Save Rocky the Great Dane Rescue and Rehab,3,5,5,0,12
655090,Bulldog Haven NW,1,5,5,0,12
638345,"Their Lives Matter, Inc.",3,5,6,1,12
640819,SRGDRR Inc aka Save Rocky the Great Dane Rescue and Rehab,3,5,1,1,12
638343,"Their Lives Matter, Inc.",3,5,3,0,12
638343,"Their Lives Matter, Inc.",3,5,5,1,12
630157,Utah Valley Animal Rescue,1,5,2,1,12
630157,Utah Valley Animal Rescue,1,5,6,1,12
630157,Utah Valley Animal Rescue,1,5,5,1,12
630157,Utah Valley Animal Rescue,1,5,6,1,12
574746,God's Dogs Rescue,3,5,5,0,12
630157,Utah Valley Animal Rescue,1,5,5,1,12
574746,God's Dogs Rescue,3,5,5,0,12
630157,Utah Valley Animal Rescue,1,5,5,1,12
574746,God's Dogs Rescue,3,5,5,0,12
574746,God's Dogs Rescue,3,5,5,0,12
616641,Marley's Mutts Dog Rescue,1,5,5,1,12
616641,Marley's Mutts Dog Rescue,1,5,6,1,12
610016,Southern Charmers Animal Rescue and Sanctuary,3,5,1,0,12
602926,Rescued Treasures Pet Adoptions,4,5,3,0,12
602927,SRGDRR Inc aka Save Rocky the Great Dane Rescue and Rehab,3,5,1,0,12
546557,Friends of Rowlett Animals,3,5,1,0,12
610015,Alvarado Animal Control,3,5,6,0,12
604996,Ok Save A Dog,3,5,1,0,12
602926,Rescued Treasures Pet Adoptions,4,5,8,1,12
602926,Rescued Treasures Pet Adoptions,4,5,5,0,12
604991,Thundering Paws Animal Sanctuary,3,5,1,0,12
602926,Rescued Treasures Pet Adoptions,4,5,1,0,12
602926,Rescued Treasures Pet Adoptions,4,5,3,1,12
579473,"Their Lives Matter, Inc.",3,5,5,0,12
592103,True & Faithful Pet Rescue Mission,3,5,5,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,1,12
414423,H.E.L.P. (A Home for Every Living Pet),1,5,1,0,12
566149,Southern Souls Rescue,3,5,6,1,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,0,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,1,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,0,12
511109,Forever Friends Humane Society,3,5,6,1,12
579471,Saint Bernard Rescue Foundation Inc. - Pennsylvania,4,5,5,0,12
558591,Daisy's Animal Rescue League,4,5,6,1,12
566149,Southern Souls Rescue,3,5,3,0,12
541920,Waverly Animal Shelter,3,5,3,0,12
566149,Southern Souls Rescue,3,5,5,0,12
566149,Southern Souls Rescue,3,5,5,0,12
511109,Forever Friends Humane Society,3,5,5,0,12
566150,No Kill Kern,1,5,5,0,12
511109,Forever Friends Humane Society,3,5,5,0,12
556844,100+ Abandoned Dogs,3,5,5,1,12
330207,Feline Friends of Ruff Love Rescue,3,5,5,0,12
365797,4paws4hope,4,5,5,1,12
541920,Waverly Animal Shelter,3,5,5,0,12
541920,Waverly Animal Shelter,3,5,5,0,12
541920,Waverly Animal Shelter,3,5,5,0,12
541920,Waverly Animal Shelter,3,5,5,0,12
511109,Forever Friends Humane Society,3,5,5,1,12
81659,Remembering Ruthie Rescue Inc,3,5,6,1,12
507511,Pflugerville Pets Alive!,3,5,5,0,12
526182,Animal Ark Rescue Adoption Page,3,5,5,0,12
520484,Humane Society of Livingston County,2,5,3,0,12
365797,4paws4hope,4,5,3,0,12
484193,Dogs 2nd Chance,3,5,5,0,12
511108,Forever Friends Humane Society,3,5,5,1,12
365797,4paws4hope,4,5,6,0,12
520484,Humane Society of Livingston County,2,5,5,0,12
484193,Dogs 2nd Chance,3,5,5,0,12
113330,Nashville PITTIE,3,5,5,0,12
497228,"Their Lives Matter, Inc.",3,5,5,0,12
484193,Dogs 2nd Chance,3,5,5,0,12
484193,Dogs 2nd Chance,3,5,5,0,12
497228,"Their Lives Matter, Inc.",3,5,5,0,12
520484,Humane Society of Livingston County,2,5,5,0,12
365797,4paws4hope,4,5,5,0,12
507511,Pflugerville Pets Alive!,3,5,6,1,12
507511,Pflugerville Pets Alive!,3,5,3,1,12
511108,Forever Friends Humane Society,3,5,5,1,12
507511,Pflugerville Pets Alive!,3,5,6,1,12
507511,Pflugerville Pets Alive!,3,5,5,1,12
507511,Pflugerville Pets Alive!,3,5,5,1,12
511109,Forever Friends Humane Society,3,5,5,0,12
511108,Forever Friends Humane Society,3,5,5,1,12
421270,Casa del Toro Pit Bull Rescue,2,5,5,0,12
511108,Forever Friends Humane Society,3,5,5,1,12
497229,"Their Lives Matter, Inc.",3,5,5,1,12
511110,Southern California Bulldog Rescue,1,5,5,1,12
511110,Southern California Bulldog Rescue,1,5,5,0,12
511110,Southern California Bulldog Rescue,1,5,5,1,12
421270,Casa del Toro Pit Bull Rescue,2,5,3,0,12
458108,"Georgia Animal Rescue & Defence, Inc- GARD",3,5,6,1,12
421270,Casa del Toro Pit Bull Rescue,2,5,6,1,12
421270,Casa del Toro Pit Bull Rescue,2,5,5,0,12
421270,Casa del Toro Pit Bull Rescue,2,5,5,1,12
467205,Love & Second Chances,1,5,5,0,12
452405,"Ewenity Farm Border Collie Haven, Inc.",3,5,3,0,12
467205,Love & Second Chances,1,5,3,0,12
467205,Love & Second Chances,1,5,5,0,12
467205,Love & Second Chances,1,5,5,1,12
467205,Love & Second Chances,1,5,5,1,12
467205,Love & Second Chances,1,5,5,0,12
467205,Love & Second Chances,1,5,5,0,12
452405,"Ewenity Farm Border Collie Haven, Inc.",3,5,5,0,12
452405,"Ewenity Farm Border Collie Haven, Inc.",3,5,5,0,12
445519,Southern California Bulldog Rescue,1,5,5,0,12
462251,Calling All Cats Rescues,4,5,5,1,12
445519,Southern California Bulldog Rescue,1,5,3,0,12
421270,Casa del Toro Pit Bull Rescue,2,5,5,1,12
445519,Southern California Bulldog Rescue,1,5,5,0,12
445519,Southern California Bulldog Rescue,1,5,5,1,12
445519,Southern California Bulldog Rescue,1,5,5,0,12
329946,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
329946,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
329946,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
329946,"Mostly Muttz Rescue, Inc.",4,5,5,1,12
330188,Rompin Paws Rescue,1,5,5,0,12
256925,Bulldog Haven NW,1,5,5,0,12
349939,Humane Society of Forsyth County,3,5,5,0,12
421270,Casa del Toro Pit Bull Rescue,2,5,5,1,12
405275,Defensa Animal de Rincon,5,5,5,0,12
405275,Defensa Animal de Rincon,5,5,5,0,12
405275,Defensa Animal de Rincon,5,5,5,1,12
405275,Defensa Animal de Rincon,5,5,3,0,12
405275,Defensa Animal de Rincon,5,5,5,1,12
405275,Defensa Animal de Rincon,5,5,5,0,12
387870,Cheshire Abbey,3,5,5,1,12
387870,Cheshire Abbey,3,5,5,0,12
399620,"Mostly Muttz Rescue, Inc.",4,5,5,1,12
349939,Humane Society of Forsyth County,3,5,1,0,12
330188,Rompin Paws Rescue,1,5,5,0,12
330188,Rompin Paws Rescue,1,5,6,1,12
330188,Rompin Paws Rescue,1,5,6,0,12
355445,"Advocates 4 Paws of Central Florida, Inc.",3,5,6,1,12
256925,Bulldog Haven NW,1,5,5,0,12
256925,Bulldog Haven NW,1,5,5,0,12
256925,Bulldog Haven NW,1,5,5,0,12
256925,Bulldog Haven NW,1,5,5,0,12
17962,Great Dane Rescue of the Carolinas,3,5,5,1,12
245007,A Way For a Stray Rescue,3,5,5,1,12
245024,"Dogue de Bordeaux Rescue, Inc",1,5,5,1,12
245024,"Dogue de Bordeaux Rescue, Inc",1,5,5,1,12
245024,"Dogue de Bordeaux Rescue, Inc",1,5,5,0,12
245027,Bulldog Haven NW,1,5,5,0,12
245024,"Dogue de Bordeaux Rescue, Inc",1,5,5,1,12
245007,A Way For a Stray Rescue,3,5,5,0,12
245007,A Way For a Stray Rescue,3,5,5,0,12
245007,A Way For a Stray Rescue,3,5,5,0,12
245007,A Way For a Stray Rescue,3,5,5,0,12
234746,The REAL Bark,1,5,5,0,12
234746,The REAL Bark,1,5,5,0,12
234746,The REAL Bark,1,5,5,1,12
234746,The REAL Bark,1,5,5,1,12
234743,St. Louis English Bulldog Rescue,2,5,5,0,12
138172,Feline Friends of Ruff Love Rescue,3,5,3,0,12
17962,Great Dane Rescue of the Carolinas,3,5,1,0,12
138172,Feline Friends of Ruff Love Rescue,3,5,6,1,12
138172,Feline Friends of Ruff Love Rescue,3,5,5,1,12
138172,Feline Friends of Ruff Love Rescue,3,5,5,0,12
138172,Feline Friends of Ruff Love Rescue,3,5,5,1,12
138172,Feline Friends of Ruff Love Rescue,3,5,5,0,12
138172,Feline Friends of Ruff Love Rescue,3,5,5,0,12
195895,Southern California Bulldog Rescue,1,5,5,1,12
195895,Southern California Bulldog Rescue,1,5,3,0,12
40410,"Mostly Muttz Rescue, Inc.",4,5,3,0,12
40410,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
221744,Bulldog Haven NW,1,5,6,1,12
40410,"Mostly Muttz Rescue, Inc.",4,5,5,0,12
195895,Southern California Bulldog Rescue,1,5,5,0,12
195895,Southern California Bulldog Rescue,1,5,5,0,12
195895,Southern California Bulldog Rescue,1,5,3,1,12
195895,Southern California Bulldog Rescue,1,5,6,0,12
195895,Southern California Bulldog Rescue,1,5,5,1,12
139262,Southern Souls Rescue,3,5,5,0,12
154252,Utah Valley Animal Rescue,1,5,3,0,12
168463,Southern California Bulldog Rescue,1,5,6,1,12
168463,Southern California Bulldog Rescue,1,5,5,1,12
168463,Southern California Bulldog Rescue,1,5,5,0,12
168463,Southern California Bulldog Rescue,1,5,6,1,12
168463,Southern California Bulldog Rescue,1,5,5,0,12
138116,A Way For a Stray Rescue,3,5,5,0,12
138116,A Way For a Stray Rescue,3,5,5,0,12
80980,Marley's Mutts Dog Rescue,1,5,5,1,12
138116,A Way For a Stray Rescue,3,5,3,0,12
81656,Cooper's Chance Animal Rescue,1,5,6,1,12
81654,Southern Souls Rescue,3,5,5,1,12
81637,Southern Souls Rescue,3,5,8,0,12
81637,Southern Souls Rescue,3,5,8,1,12
81637,Southern Souls Rescue,3,5,8,1,12
81035,"Rotts 'n Pups Rescue, Inc.",3,5,8,0,12
81534,Don't Bully Me Rescue,3,5,8,0,12
81534,Don't Bully Me Rescue,3,5,8,0,12
81581,Ruff Love Rescue,3,5,8,1,12
80948,Don't Bully Me Rescue,3,5,8,0,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,1,12
81581,Ruff Love Rescue,3,5,8,0,12
81581,Ruff Love Rescue,3,5,8,0,12
